Chris, Ethan, Gregor, Hondson, Ilyas, Kevin, Lenny, Mark, Sangho, Sarah
-1.310968198867673173e+01,1.735772905139896460e+00,-4.971131497979911984e+01,-1.919167066461658067e+01,-7.331372368662426586e-01,-2.434202594381749662e+01,-3.277697551616779395e-13,-1.687047921156460717e+01,-4.223442130220928625e+00,-1.727175082262797901e+01
-1.286471624989708218e+01,-7.864415577486271403e+00,-6.233587079161825528e+01,-1.174729651542298825e+01,-1.207503401922755870e+01,-1.825678948869758500e+01,-3.277697551616779395e-13,-2.607037976532885537e+01,-9.574784087806227362e+00,8.270573478703388548e-02
-1.867156237603245472e+01,-1.385688664141132165e+01,-3.742560904167613955e+01,-1.681886795316734506e+01,-1.773212684997689692e+01,-4.408461717139977765e+01,-3.277697551616779395e-13,-1.795942832837151215e+01,8.607333885312401511e-01,2.637575942970409315e+00
-1.510574075534207594e+01,-3.882579246089450820e+00,-4.131511243544805723e+01,-1.917168168489321312e-01,-1.784639234481792869e+01,-1.683342987565021787e+01,-3.277697551616779395e-13,-1.698956995933477643e+01,-9.176534511699202312e+00,-1.054085245817879546e+01
-1.456165805956601389e+01,-1.792363098377962061e+01,-4.446586684623927965e+01,-5.017709463067772546e+00,-2.050725423713957341e+01,-1.525500334302967254e+01,-3.277697551616779395e-13,-1.721213577659697336e+01,1.014867724556214057e+01,-1.892417649575333982e+01
-1.283767524740450305e+01,-2.260456128574114842e+01,-3.369213913579834951e+01,-9.113086402120812224e+00,-1.634973624461920139e+01,-2.443017103766364073e+01,-3.277697551616779395e-13,-2.056463162110950904e+01,2.213391512553852358e+00,-1.991192837728524268e+01
-5.619830163942305390e+00,-1.538078446935286614e+01,-3.271152072214680828e+01,-2.235237367711307144e+01,-1.712661399622596292e+01,-1.441830609881295544e+01,-3.277697551616779395e-13,-1.824037128211278969e+01,-1.644152098340929680e+00,-8.978142122257807500e+00
-2.106926876877246002e+01,-2.150019926711952323e+01,-4.081386790951601284e+01,-2.008837957768273697e+01,-2.710077453996945707e+01,-1.558200834005262436e+01,-3.277697551616779395e-13,-1.526313055263660701e+01,-4.745515074743346107e-01,-1.583818274989020658e+01
-2.274981691854104682e+01,-1.010187806085539819e+01,-4.014266007100932399e+01,-8.748980871995664543e+00,-1.370009589882103285e+01,8.260401597684193575e+00,-3.277697551616779395e-13,-2.512826963223013266e+01,-5.530377258646103300e+00,-1.309677714193317932e+01
-2.545168859577904286e+01,-7.804001332959540349e+00,-4.293904343532787493e+01,-1.539722280533815635e+01,-2.393341486714192001e+01,-1.295571913796838226e+00,-3.277697551616779395e-13,-1.197211033705154115e+01,-1.890472778368157691e-01,-6.759154789061049939e+00
-2.687915608796064859e+01,-1.704278751908989875e+01,-4.059976345477294046e+01,-3.206599144877853291e+01,-1.518688131429535737e+01,-7.462114159251927781e+00,-3.277697551616779395e-13,-1.107249666958175816e+01,8.680234842874857693e-01,-2.565839819658220833e+00
-1.957994523882376470e+01,-1.272163585431171562e+01,-3.384568039209505486e+01,-1.513852800719597802e+01,-5.769891686857318014e+00,-2.850667102379335560e+01,-3.277697551616779395e-13,-2.350647402372058536e+01,-1.526776408007378905e+00,-7.297533281170546893e+00
-1.580897338623665860e+01,-8.534373935284047974e+00,-3.539177959592955602e+01,-1.540915066658958565e+01,-1.590245702288764917e+01,-1.556145752942023286e+01,-3.277697551616779395e-13,-1.900660045272251253e+01,-2.140089735429952622e+00,-5.142633304376825976e+00
-5.418866839668853963e+00,-2.313571100794462865e+01,-3.676091972751680714e+01,-2.191753408752687804e+01,-1.505837136798875342e+01,-5.829792300566627894e+00,-3.277697551616779395e-13,-1.564065883268674817e+01,7.537535729163849396e+00,-6.431776862897637947e+00
-5.910122071259230836e+00,-1.350719183672610946e+01,-4.092698561173804706e+01,-1.242766538550199407e+01,-4.917790253107835241e+00,-1.016944098079578751e+01,-3.277697551616779395e-13,-1.313751387156893813e+01,1.574931421081120053e+00,-1.509970202521626170e+01
-1.786106673530816735e+01,-3.076370232795582638e+01,-1.249849719500041978e+01,-4.052098435962508738e+00,-9.474304078047630640e+00,2.227853203204599009e+00,-3.277697551616779395e-13,-1.683331840680082436e+01,-2.162266303931833633e+01,-1.141818688680381477e+01
-9.701454918871474931e+00,-1.817930242486134063e+01,-2.296566831061643654e+01,-2.582187044412163957e+00,-7.649296655460677385e+00,-2.172671833375632744e+01,-3.277697551616779395e-13,-1.728220798821099180e+01,-1.264238356229378013e+01,-1.819294084607266981e+01
-1.022043286837236664e+01,-1.486869477108917437e+01,-5.541378058222472980e+00,-2.796248199440060844e+01,-1.762156298834763746e+01,-1.809342082963496878e+01,-3.277697551616779395e-13,-1.519165763427317550e+01,-1.631700637642822249e+00,-8.255074584577476671e+00
-1.044862034553444374e+01,-1.099591407901759332e+01,-3.264124642887058059e+01,-9.148532232316673785e+00,-1.443031848979790688e+01,-3.355796380609377394e+01,-3.277697551616779395e-13,-1.577338674829683285e+01,2.291752648972191775e+00,-1.299185423177753584e+01
-1.272386184476240345e+01,-2.364591435492759075e+01,-2.016049043982390998e+01,-8.834783199950916099e+00,-7.562047345315608737e+00,-1.720952175616953994e+01,-3.277697551616779395e-13,-1.010088251165808160e+01,-7.180579690981970131e+00,-4.765334522065086453e+00
-6.502964069077246556e+00,-7.062108734655716091e+00,-2.045575479978332112e+01,-1.173734171264226411e+01,-2.220464790058279547e+01,-7.756576552516756706e+00,-3.277697551616779395e-13,-1.858805175741556681e+01,-6.361113124659527607e+00,-1.072935977382143946e+01
-7.977468590148856897e+00,-2.916303778705197303e+01,-1.263741870761860930e+01,-9.609168828917482585e+00,-1.328956863012720824e+01,-9.589987751778110692e+00,-3.277697551616779395e-13,-2.265374445811747961e+01,-5.516641360237902747e-01,-1.757470141097948257e+01
-1.856293150455555363e+01,-2.180087470961264984e+01,-6.751235904166138724e+00,-3.546705441717719509e+00,-1.099860856439773116e+01,-9.550061362283699395e+00,-3.277697551616779395e-13,-3.492187635128537693e+01,4.584332727344055947e+00,1.211290077796863152e+01
-1.240719486212108080e+01,-1.684177363947179984e+01,-1.539178490784395414e+01,-7.714192435838013395e+00,-1.082002773446063060e+01,-1.945508528985744690e+01,-3.277697551616779395e-13,-2.056757466216066277e+01,-9.491814251017089976e-01,1.910445524835150621e+01
-1.679132037354778717e+01,-1.164617338338762309e+01,-9.805872367342670870e+00,-1.573334656534653853e+01,-2.233868778257296128e+01,-1.324454523837906628e+01,-3.277697551616779395e-13,-1.452250074452674333e+01,4.782042240942380396e+00,8.414010012633356794e+00
-1.253026869036958324e+01,-9.454899701020398339e+00,2.083650390019184506e+00,-1.127883782587262118e+01,-6.326280056240744187e+00,-1.643688888790841673e+01,-3.277697551616779395e-13,-1.493132380323882735e+01,-6.258021748018482988e+00,1.151827809623009635e+01
-2.045773906976219791e+01,-1.207527006239577716e+01,-5.624228785212348924e+00,-8.593006532544396947e+00,-1.010295524969469483e+01,-1.320097810755048862e+01,-3.277697551616779395e-13,-2.315624542014952070e+01,-5.512646798553263450e-01,2.540789827989335059e+00
-8.407677087147586548e+00,-1.065140264312821294e+01,-1.040919556145532177e+01,-1.681463162858747751e+00,-4.714515247726172475e+00,-1.280404102413788259e+01,-3.277697551616779395e-13,-7.567039967844475967e+00,7.686362696786950721e+00,6.215507558931212095e+00
-2.909178728120890067e+00,-1.533978667537687102e+01,2.149825464447177481e+00,-4.710365675196521273e+00,-1.899901801058572914e+01,-9.273082647326752692e+00,-3.277697551616779395e-13,-2.251572294496810756e+01,-8.766603319155031215e+00,-2.920975547812840745e+00
-2.331534916503182231e+01,-1.879876029677513216e+01,-5.097191863965089276e+00,-1.255359333506613595e+01,-1.135944639220031327e+01,-1.674373131074941412e+01,-3.277697551616779395e-13,-1.178433688595674766e+01,-1.767352926850263017e+01,-1.054537852837545131e+01
-2.168395858608836591e+01,-1.080906135845564897e+01,-1.047761105971761353e+01,-1.680173928762993185e+01,-2.653225566965365712e+00,-1.723301983734520704e+01,-3.277697551616779395e-13,-1.025163789120552771e+01,-2.237454228926524280e+01,-3.468289717977597775e+00
-9.911901414307756397e+00,-5.480995021821615687e+00,3.674592614764454979e+00,-1.007864570565316420e+01,-1.396863366895266445e+01,-2.494181665137928761e+01,-3.277697551616779395e-13,-3.748944619782679788e-01,-8.256584558334580493e+00,-1.386204740334694563e+01
-1.094465600057323584e+01,-2.317805935474607537e+01,-9.516012041681921829e+00,-1.285881242773889710e+01,-1.427212565977494663e+01,-1.653286231928555949e+01,-3.277697551616779395e-13,-4.391341134977258420e+00,-1.560077990147600602e+01,1.539590889748060576e+00
-2.116380121336887399e+01,-1.072050143994552940e+01,1.143382543861878986e+01,-1.752251078446482069e+01,-1.488725388426439444e+01,-2.108183051572549260e+01,-3.277697551616779395e-13,-7.361363356089873911e+00,-2.160035499198409870e+00,-1.143735456446800747e+01
-2.456379561703756664e+01,-1.940334289001688717e+01,-3.079314887973608084e+00,-1.373651404239651619e+01,-3.898053316638533161e+00,-1.620230111382756277e+01,-3.277697551616779395e-13,-1.759527582690187231e+01,-1.249847639211453831e+01,-1.328543072480479026e+01
