Chris, Ethan, Gregor, Hondson, Ilyas, Kevin, Lenny, Mark, Sangho, Sarah
-1.166738542331881767e+01,-5.948040432558965307e-01,-1.105857041031468491e+01,-1.096216767104452039e+00,5.453156690577114496e+00,-9.551293950089634777e+00,3.594848034474519512e-13,2.438102341911478010e+00,2.106028564098818556e+00,-4.373440407997371437e+00
-1.145360925699667476e+01,4.015501192789350249e+00,-2.343793910167601169e+01,6.346084166024474893e-01,-1.804748615295394742e+01,-1.465914278249670577e+00,3.594848034474519512e-13,1.657433770747347435e+00,1.439029546816258076e+01,-7.193883545177667926e+00
-2.456978654556752772e+01,-4.923178650158172687e+00,-2.379710330611286651e+01,-1.186377383901029781e+01,-7.947125037335148745e-01,-1.178739840782355763e+01,3.594848034474519512e-13,-5.776193438940140368e+00,2.282391186126006666e+00,-2.808280151419205173e-01
2.554091956750041081e+00,-5.938266883133485941e+00,-1.951538251207300334e+01,-4.626421651791535972e+00,-1.972057765722782907e+00,-1.651944616792424014e+01,3.594848034474519512e-13,-5.459585696505953933e+00,-6.711663327232609610e+00,-9.079103260564561850e+00
-1.903173201427139416e+00,-1.265119846042466456e+01,-1.630683896744342931e+01,-3.590023337589909769e+00,-1.233325593040285106e+01,-3.077991314012435531e+00,3.594848034474519512e-13,-8.437627682641906546e+00,1.790508106394558041e+01,4.334906741949889231e+00
-1.028560221930348284e+01,-6.802909899950140726e+00,-1.611420153239969366e+01,9.726613859969046594e-02,-1.494084847829455498e+01,2.025988413168755553e+00,3.594848034474519512e-13,-1.106766909112901054e+01,8.775475213655344220e+00,-1.538986199455039561e+01
-7.374712485657637373e-01,-7.062249866304030732e+00,-8.201006873729872027e+00,-9.299220087058964745e-01,-1.387799612033136931e+01,-8.823318264104942799e+00,3.594848034474519512e-13,1.352538718767530845e+00,6.073764039198955800e+00,-2.686441141236143082e+00
-4.170748517338271455e+00,-6.903295298593303819e+00,-1.842957172472611660e+01,-1.443556273830519210e+00,-2.584446763888005094e+00,-6.821273877796778073e+00,3.594848034474519512e-13,4.597749875824751697e+00,1.353271476135881812e+01,-1.152028666684915237e+01
-8.481849608529396178e+00,-8.217768545339692920e+00,-1.748523621756872259e+01,7.850318485828148951e+00,-8.691896881737690705e+00,1.889734828391876342e-01,3.594848034474519512e-13,-2.059674471834913945e+01,6.280435945986468482e+00,-1.629903021012266962e+01
-8.359279203464136998e+00,-1.202563938970986079e+01,-1.748358229704642852e+01,-3.677481393031065249e+00,-7.035452825147261890e+00,-4.776174940295240923e+00,3.594848034474519512e-13,3.527009172779184798e+00,9.286961066985739421e+00,-4.312956695507345728e+00
-1.230302592814271634e+01,3.812467369788092419e+00,-1.916436434591955873e+01,-1.116569208101072341e+01,-1.132312215270258982e+01,-1.067924922638731999e+01,3.594848034474519512e-13,1.389043380697209118e+00,3.345243163173750922e+00,2.988070309810987535e+00
-1.069689902341023569e+01,6.215482354708002505e-02,-1.704457365498865329e+01,9.468659129870280466e-01,-6.038830170223488558e+00,-1.365478772883531811e+01,3.594848034474519512e-13,-3.875264787636919284e+00,6.954474096672909056e+00,-5.711336774785713111e+00
-7.544128307235324904e-01,-1.608865283617922159e+01,-1.033117561095824577e+01,3.735688403858868245e+00,-8.505337565473032768e+00,-1.198939953710886996e+01,3.594848034474519512e-13,-8.620607807593843930e+00,-5.049861311867379854e+00,2.340625324212252334e+00
4.280651160586272042e+00,-1.428518538899230528e+00,-1.693100688803365372e+01,-1.693027195912723570e+01,-1.975959313845050636e+00,5.632348035464518787e+00,3.594848034474519512e-13,-6.039120381818916528e+00,8.129286817067447046e+00,-4.379696524519431478e+00
6.962194214294591399e-01,-1.588456955872568521e+01,-1.986440070995780616e+01,-6.365713259944170588e+00,-5.051218226730526339e+00,-2.243593022078751886e+00,3.594848034474519512e-13,-6.064251138914669603e+00,7.293679095231144771e+00,-1.752783900696251962e+01
-6.502119933516328665e+00,-3.250554409580986714e+01,-5.512126873858741227e+00,-4.540518889277566084e-01,-5.538892636884647835e+00,-5.926100357559887399e+00,3.594848034474519512e-13,-6.698328771673589532e-01,-8.923066785553743330e+00,-7.213942407497406784e+00
-1.220350492153846923e-02,-1.153606797635569059e+01,-2.468898505359377182e+01,3.475179555060117664e+00,-5.810243876148906139e+00,-8.921421457521081066e+00,3.594848034474519512e-13,-4.774481442725252656e+00,5.933107463692090633e+00,-3.113360827488812710e+00
-2.719336461287775286e+00,-6.449333088494032751e+00,-1.337244145526236672e+01,-1.489081123035234633e+01,-1.665491057224260274e+01,-6.946958098044470731e+00,3.594848034474519512e-13,-4.475221673320715077e-01,2.098262965291025850e+01,-6.172253398394569324e+00
-4.724924090990088921e+00,-1.137659967514703663e+00,-2.308642535968205678e+01,-1.302439241262731073e+01,-5.763827848434186940e+00,-6.701273472245932616e+00,3.594848034474519512e-13,-3.011314684912083539e+00,8.493143174864821177e+00,-8.731632140801744768e+00
-5.890849856357734282e+00,-7.964337059475749214e+00,-5.597344384102498793e+00,-3.920460303403078939e+00,6.567502052566869253e+00,-5.260694255886565252e+00,3.594848034474519512e-13,-7.218942094039066504e+00,-6.051601458967637903e+00,-1.010515646808485002e+01
-2.094950590728693385e+00,-1.014909478905971874e+01,-2.433462294780079915e+00,2.067250082383599308e-01,-8.656761093365460624e+00,5.230755314101131148e+00,3.594848034474519512e-13,-7.842720635322569578e+00,5.448229510881773763e+00,-3.891201396772459908e+00
1.483808056308319134e+00,-1.188835092996674270e+01,1.289671681810485027e-01,4.694689224532323735e+00,-1.578819637960842126e+00,-6.083402210257863096e+00,3.594848034474519512e-13,-7.813733339017143287e+00,9.088511249362104749e+00,-8.226545692810239174e+00
-7.840216536355824495e+00,-1.277243355289208715e+01,1.811694715319266180e+01,7.963667333524690584e+00,-1.253451721151841269e+01,7.082566742138184379e-01,3.594848034474519512e-13,-3.375705405017328520e+00,6.299018657729702930e+00,-1.527026251298099346e+01
-6.115838215282458634e+00,-6.057364078928529239e+00,-1.700724452890896465e+00,5.214824690561437492e+00,-6.285483452888673384e+00,-7.380986498159825437e+00,3.594848034474519512e-13,-9.562530485132095137e+00,2.108017943204249178e+00,-1.365546887357528050e+01
-4.268002641981261114e+00,-1.134153483283422936e+01,1.328033393025155462e+01,-2.369268991101275201e+00,-2.319594767158595250e+00,-1.854674525109538674e+00,3.594848034474519512e-13,-9.842456683530725670e+00,1.001964739588493103e+01,-1.122246349420362854e+01
1.013479466598935064e+00,-1.243370293144058003e+01,8.758728022744280750e+00,-3.452415902487872668e+00,6.217159465426148834e+00,-5.542656391951958916e+00,3.594848034474519512e-13,-1.126068313327888681e+01,-2.176681362534380604e+00,-1.259930354878008529e+00
-4.087145038596169400e-01,8.400172094010481816e-01,5.931131185775948111e+00,-9.933477430222707127e+00,-5.433640139159304105e+00,1.118853780172820223e+00,3.594848034474519512e-13,-1.553273118110880446e+01,-1.903317116383340446e+00,-1.278485777297817449e+01
4.718459921704053484e-01,-1.001407069637816249e+01,-4.739112273277495291e+00,7.117310089278252150e+00,-3.050493049882241348e+00,-1.664033678810634020e+00,3.594848034474519512e-13,3.603526615410382661e+00,5.327325419524636452e+00,-1.226297586393138772e+01
-7.358302972125504660e+00,-2.034702261864974382e+00,2.866212744241331212e+00,6.286740108201993582e-01,-1.493946960456396766e+01,4.981865878397916170e+00,3.594848034474519512e-13,-6.946258396208365049e+00,1.982298415607953501e+00,-5.187299798427565278e+00
-9.229823481848216105e+00,-7.595582047586177943e+00,-4.810441228402901892e+00,-6.504584787719590588e-01,-9.127464775134345842e+00,1.061469220871178898e+00,3.594848034474519512e-13,-1.653579995615917753e+01,-6.671902605740959169e-01,-1.148327165986522047e+01
-1.507473560187476735e+01,-2.306151738995305678e+00,-1.903122037270378186e+01,1.223995029095617193e+00,7.687011221315118270e+00,5.246533862670283987e+00,3.594848034474519512e-13,-1.036634878902000523e+01,3.126526770024629087e+00,-1.245606643061234742e+01
-6.949447803031301163e+00,-2.434841654242113407e+00,-1.267951113458187606e+01,-5.396674614893399280e+00,2.002930656266596054e-01,4.800461215474042476e+00,3.594848034474519512e-13,-8.634400534706182739e+00,6.197044205867220157e+00,-1.064922439565332546e+01
-1.116161492879580130e+01,-9.290517421504924656e+00,-2.189334984698867004e+01,-7.287316758271172645e+00,8.023085492514319128e+00,8.396686371906715962e+00,3.594848034474519512e-13,-1.129022769001122484e+01,4.550619535239983193e+00,-9.311780076608235035e+00
-2.283479691419578472e+01,-6.874552212035407450e+00,-1.247161589860804121e+01,-1.189102578679806399e+00,7.698746579943319901e+00,1.238747092114210968e+00,3.594848034474519512e-13,-7.986387060899166279e+00,1.358197010972907925e+01,-1.386072559702570395e+01
-1.067335576926152996e+01,-1.649394203736628484e+01,6.959079598485513607e-01,-1.104949338379835666e+01,-6.778452174366026206e+00,1.717075759479661956e+00,3.594848034474519512e-13,-2.574076649304279840e+01,1.258911338623263099e+01,-1.170645455957367709e+01
-1.283789189315555745e+01,-1.407447560955532850e+01,2.106923033400456280e+00,-3.628758578235820043e+00,-1.008061036511053921e+01,1.102648110985538210e+01,3.594848034474519512e-13,-3.211389837390427715e+01,3.327196925272317252e+00,-1.339770775693329874e+01
-1.830365767676865874e-01,-7.079789380320820946e+00,-6.381826776890918040e+00,-1.948197220663876461e+00,-1.740708564820446558e+00,3.868955351172616908e+00,3.594848034474519512e-13,-2.127593346040527855e+00,3.319170870112563509e+00,-1.312336201902910915e+01
-1.477078678254594379e+01,-1.174182241929898041e+01,8.959724555795236967e+00,1.230247291117581715e-01,-3.950606891263769072e+00,1.679963606853381108e+01,3.594848034474519512e-13,-2.183366247943607341e+00,-3.068117631949832003e+00,-1.235591499898254142e+01
-2.631845108438339409e+00,-2.293232217113584781e+01,3.914286839089044623e+00,-3.812078040143527691e+00,-6.468047750937751417e+00,1.788856187136252629e+01,3.594848034474519512e-13,-4.017029547686751023e+00,-3.903853804393710991e+00,5.490185951846807022e+00
-8.124747403690987468e+00,-1.457488222062255900e+01,1.935529854923951731e+01,-1.306781564793877770e+01,-1.136982644783952523e+01,7.468298143166145486e+00,3.594848034474519512e-13,3.749533404191214281e+00,-5.194707202409090563e+00,-1.272717136271575633e+01
-1.373357915062657142e+01,-8.007805652970161336e-01,1.110932757036597351e+01,-5.104716309442632216e+00,-1.058185207786059756e+01,2.749773206597412312e+00,3.594848034474519512e-13,-7.347398056487726592e+00,-8.320027040152549347e+00,-2.393306063836372388e+01
-7.687696710331151984e+00,-6.483305178596435958e+00,9.779461024702131411e+00,-3.299308991597489360e+00,-7.444918709123476752e+00,1.185895954570189126e+01,3.594848034474519512e-13,-1.077175264548757916e+01,-7.456715519060547193e-01,1.746088444066398182e+00
-1.510062382787235258e+01,-7.867718632534821843e+00,1.206212007097235706e+01,-1.426721351078275646e+01,5.597184745086940083e+00,6.452467871269064403e+00,3.594848034474519512e-13,7.085364638505685875e+00,-1.222088516223494636e+01,-1.119501072125103391e+01
-1.423787025144262230e+01,-1.148473244944520566e+01,4.816449556991252656e+00,-6.239872596655365200e+00,4.933493882161615218e+00,-2.183125445560686551e+00,3.594848034474519512e-13,8.505711827046145146e+00,-3.229829631940207335e+00,-6.321468662989234710e-01
-5.317452508287563440e+00,-1.832812914269172211e+01,2.286535461519573431e+01,-2.395638297961354413e-01,1.352523448762492420e+00,-8.891585856995000148e-01,3.594848034474519512e-13,8.452973182958373854e+00,-8.319035087027007336e+00,-1.244212905773669320e+01
-1.952212267445459659e+01,-9.659141212060083248e+00,1.170345631207532655e+01,-1.407707929028925165e+01,5.604731145411698812e+00,-1.152733753054262067e+01,3.594848034474519512e-13,1.225330442113989982e+01,-1.211001816598702696e+01,-7.686163706382854066e+00
-2.062625618329458632e+01,-1.664521109679167443e+00,4.879069547824617992e+00,-6.593001496584201426e+00,3.496757881371112653e+00,-7.916088643314610707e+00,3.594848034474519512e-13,2.243744857903652701e+01,-1.861759468572264709e+01,-9.417754874384511865e+00
-7.720220739952771360e+00,-1.729389834855064478e+01,-8.025480927631384986e+00,1.646154469944025589e+00,-5.798544960127031800e+00,-1.344891103788874887e+01,3.594848034474519512e-13,1.488226212081735866e+01,-1.739855218341645582e+01,-1.260452734360748295e+01
-1.187959517618049077e+01,-7.751911630847367007e+00,6.610702887580846010e-01,-4.084338422699582694e+00,6.095587702196083590e+00,9.093424197310957524e+00,3.594848034474519512e-13,1.719047181959151516e+01,-9.956177054996070197e+00,-6.012495074376264625e+00
-1.245552317317861091e+00,-6.083962306608436954e+00,-6.374317396051906393e+00,9.405095612519644988e+00,7.922602627092868666e+00,5.105755802964815793e+00,-2.548978388721938160e+00,2.278635198270704620e+01,-1.181218445998357147e+01,-1.061603665243871752e+01
-1.366291348191309751e+01,-1.104247088158514067e+01,-2.450245091812015374e+01,-6.736173572713419766e-01,2.886494540407853915e+00,1.604033843697914818e+01,1.148135185967242622e+00,1.206250989576932753e+01,-1.818834222961861258e+01,-3.478314766770523647e+00
-8.715088311132561216e+00,5.415071629172834022e+00,-2.236197066230797503e+01,-7.515584355943424555e+00,-2.628753150610357192e+00,1.280520490409954881e+01,-9.514422471261142766e-02,2.338821382010054606e+01,-1.025545608617765581e+01,3.861126850904287533e+00
-2.544464145777306996e+01,-5.478111038209927841e+00,-2.812428890121830705e+01,-6.825393008737428602e+00,-9.191542579262142354e+00,1.077022475974976423e+01,-5.087302486450188121e-01,1.184011232713629269e+01,-1.315370339409600575e+01,-1.723122978790460946e+00
-1.879585341244584029e+01,9.222269432397483868e+00,-2.167222989445170356e+01,-5.115091878586850882e+00,-4.049051530822588951e+00,1.927564263311114345e+01,9.249804553003649232e+00,1.361405991682699756e+01,-5.111652757830368543e+00,-1.064805560187537559e+01
